Id,source,title,article,page_rank,timestamp,text,n_tokens,title_len,article_len,title_ratio
10404,New,A delayed transaction,"FOXBOROUGH -- Steve Howey, the Revolution's newest defender, will not likely be in the starting lineup against D.C. United at Gillette Stadium tomorrow. But he is expected to play an important role in the final weeks of the regular season.",5,0000-00-00 00:00:00,"a delayed transaction foxborough -- steve howey, the revolution's newest defender, will not likely be in the starting lineup against d.c. united at gillette stadium tomorrow. but he is expected to play an important role in the final weeks of the regular season.",40,21,239,0.0875
10405,Yahoo,"Russia expels Latvian diplomat in spying row \
    (Reuters)\
","Reuters - Russia said on Friday it was expelling a \
Latvian diplomat after the Baltic state expelled one of \
Moscow's diplomats in a row over an apparent spying case.",5,2008-01-25 16:47:18,"russia expels latvian diplomat in spying row \
    (reuters)\
 reuters - russia said on friday it was expelling a \
latvian diplomat after the baltic state expelled one of \
moscow's diplomats in a row over an apparent spying case.",31,62,168,0.3668639053254438
10406,Reuters,Anna Nicole Smith's son dies at hospital bedside," NASSAU, Bahamas (Reuters) - Anna Nicole Smith's 20-year-old   son died suddenly at her bedside in a Bahamian hospital where   the former Playboy Playmate was recovering from the birth of a   daughter, police said on Monday.",5,2006-09-12 01:53:46,"anna nicole smith's son dies at hospital bedside  nassau, bahamas (reuters) - anna nicole smith's 20-year-old   son died suddenly at her bedside in a bahamian hospital where   the former playboy playmate was recovering from the birth of a   daughter, police said on monday.",35,48,224,0.21333333333333335
10407,New,Consumer Spending and Inflation Up,"Inflation grew in November at its fastest pace in two years, as sky-high oil prices pushed up the costs of other products, while consumer purchases rose a bigger-than-expected 1.1 percent.",5,2007-12-21 17:36:33,"consumer spending and inflation up inflation grew in november at its fastest pace in two years, as sky-high oil prices pushed up the costs of other products, while consumer purchases rose a bigger-than-expected 1.1 percent.",30,34,188,0.17989417989417988
10408,Australian,Mahathir obsolete: Anwar,"FREED former Malaysian deputy prime minister Anwar Ibrahim has lived up to his reputation for outspokenness, declaring on his first night out of jail that he was released because Malaysian Prime Minister Abdullah Badawi was &quot;ignoring&quot; his predecessor ",5,0000-00-00 00:00:00,"mahathir obsolete: anwar freed former malaysian deputy prime minister anwar ibrahim has lived up to his reputation for outspokenness, declaring on his first night out of jail that he was released because malaysian prime minister abdullah badawi was &quot;ignoring&quot; his predecessor ",38,24,261,0.0916030534351145
10409,BBC,Windsor Castle 'intruder' charged,A man is charged with a string of offences relating to an alleged security incident at Windsor Castle.,5,0000-00-00 00:00:00,windsor castle 'intruder' charged a man is charged with a string of offences relating to an alleged security incident at windsor castle.,18,33,102,0.32038834951456313
10410,Reuters,Pakistan Arrests Suspect in U.S. Consulate Blast," ISLAMABAD (Reuters) - Pakistani security forces have  arrested an Islamic militant suspected of involvement in a 2002  bomb attack on the U.S. consulate in Karachi in which 12  Pakistanis were killed, officials said on Thursday.",5,0000-00-00 00:00:00,"pakistan arrests suspect in u.s. consulate blast  islamabad (reuters) - pakistani security forces have  arrested an islamic militant suspected of involvement in a 2002  bomb attack on the u.s. consulate in karachi in which 12  pakistanis were killed, officials said on thursday.",35,48,229,0.20869565217391303
10411,Sun-Sentinel.com,Surviving Christmas: Ben Affleck will be lucky to survive this <b>...</b>,"If you are the sort of magnanimous or insane person who worries about the steadily declining state of Ben Affleck&#39;s career, Surviving Christmas is not going to set your mind at ease.",5,0000-00-00 00:00:00,"surviving christmas: ben affleck will be lucky to survive this <b>...</b> if you are the sort of magnanimous or insane person who worries about the steadily declining state of ben affleck&#39;s career, surviving christmas is not going to set your mind at ease.",32,73,186,0.39037433155080214
10412,New,Bush and Congress Nearing a Deal on Stimulus,A tax rebate is at the center of a plan to stimulate a flagging economy.,5,2008-01-24 08:35:02,bush and congress nearing a deal on stimulus a tax rebate is at the center of a plan to stimulate a flagging economy.,15,44,72,0.6027397260273972
10413,Reuters,"BA to Axe Almost 1,000 Heathrow Flights"," LONDON (Reuters) - British Airways Plc, Europe's  second-biggest airline, is to cancel almost 1,000 flights out  of London's Heathrow airport in the next three months to ease  the congestion that led to travel disruptions.",5,0000-00-00 00:00:00,"ba to axe almost 1,000 heathrow flights  london (reuters) - british airways plc, europe's  second-biggest airline, is to cancel almost 1,000 flights out  of london's heathrow airport in the next three months to ease  the congestion that led to travel disruptions.",34,39,223,0.17410714285714285
10414,BBC,Abbey a step closer to takeover,The hopes of Spain's largest bank to secure Abbey National have been given a boost after the City watchdog said it saw no reason to block the deal.,5,0000-00-00 00:00:00,abbey a step closer to takeover the hopes of spain's largest bank to secure abbey national have been given a boost after the city watchdog said it saw no reason to block the deal.,28,31,147,0.20945945945945946
10415,Yahoo,Nortel Warns of Weaker Sales (Reuters),"Reuters - Nortel Networks Corp.  on\
Thursday warned that third-quarter sales will fall below its\
second quarter and that full-year 2004 revenues at North\
America's largest telecom equipment maker will lag the overall\
sector.",5,0000-00-00 00:00:00,"nortel warns of weaker sales (reuters) reuters - nortel networks corp.  on\
thursday warned that third-quarter sales will fall below its\
second quarter and that full-year 2004 revenues at north\
america's largest telecom equipment maker will lag the overall\
sector.",34,38,228,0.16593886462882096
10416,Wired,NASA to Track Odd Explosions,"NASA plans to launch a new space telescope later this month capable of spinning around at a moment&#39;s notice to catch sight of the elusive, brief and powerful explosions that send blasts of light and radiation screaming through our universe every day.",5,0000-00-00 00:00:00,"nasa to track odd explosions nasa plans to launch a new space telescope later this month capable of spinning around at a moment&#39;s notice to catch sight of the elusive, brief and powerful explosions that send blasts of light and radiation screaming through our universe every day.",42,28,254,0.10980392156862745
10417,Scotland,British-Designed Landmark Bridge Opens in France,The latest grandiose monument to Anglo-Franco co-operation was opened today in a fanfare of fireworks and music above the River Tarn in the Massif Central mountains of France.,5,2004-12-14 13:55:28,british-designed landmark bridge opens in france the latest grandiose monument to anglo-franco co-operation was opened today in a fanfare of fireworks and music above the river tarn in the massif central mountains of france.,28,48,175,0.2727272727272727
10418,Business,Hollinger to sell Jerusalem Post,NEW YORK - Hollinger International said Tuesday it has struck a deal to sell the Jerusalem Post and a sister publication to the Israeli media group Mirkaei Tikshoret Ltd.,5,0000-00-00 00:00:00,hollinger to sell jerusalem post new york - hollinger international said tuesday it has struck a deal to sell the jerusalem post and a sister publication to the israeli media group mirkaei tikshoret ltd.,29,32,170,0.1871345029239766
10419,Boston,[TS] Sports of the Times: Borg on the Brain at Wimbledon,"It has been more than a quarter-century, or 26 years, since Bjorn Borg last played Wimbledon, and his mystique remains greater than for any other player.",5,2007-07-06 05:31:22,"[ts] sports of the times: borg on the brain at wimbledon it has been more than a quarter-century, or 26 years, since bjorn borg last played wimbledon, and his mystique remains greater than for any other player.",26,56,153,0.36363636363636365
10420,Yahoo,"With no smoking gun, Blunkett poised for British political comeback (AFP)","AFP - With no smoking gun to be found, David Blunkett is poised to climb back up the greasy pole of British politics after an unseemly furore over his ex-lover, her nanny and a fast-tracked visa application.",5,0000-00-00 00:00:00,"with no smoking gun, blunkett poised for british political comeback (afp) afp - with no smoking gun to be found, david blunkett is poised to climb back up the greasy pole of british politics after an unseemly furore over his ex-lover, her nanny and a fast-tracked visa application.",37,73,207,0.35096153846153844
10421,Reuters,Venezuela vows Orinoco oil takeover within months,CARACAS (Reuters) - Venezuela on Thursday vowed to strip some of the world's biggest oil companies of their controlling stakes in the heavy crude oil projects of the country's Orinoco Belt within months.,5,2007-02-01 20:21:07,venezuela vows orinoco oil takeover within months caracas (reuters) - venezuela on thursday vowed to strip some of the world's biggest oil companies of their controlling stakes in the heavy crude oil projects of the country's orinoco belt within months.,33,49,203,0.24019607843137256
10422,Glasgow,Novo&#39;s relaxed over SFA probe,Nacho Novo insists he will not let his impending showdown with the SFA distract him from the task of keeping Rangers at the top of the SPL.,5,0000-00-00 00:00:00,novo&#39;s relaxed over sfa probe nacho novo insists he will not let his impending showdown with the sfa distract him from the task of keeping rangers at the top of the spl.,27,33,139,0.2357142857142857
10423,ClickZ,Blinkx 2.0 Adds Smart Folders,"Desktop search player Blinkx unveiled the latest version of its contextual search product today, adding features that allow a user to initiate a search by dropping a file into a folder.",5,2004-11-15 16:55:01,"blinkx 2.0 adds smart folders desktop search player blinkx unveiled the latest version of its contextual search product today, adding features that allow a user to initiate a search by dropping a file into a folder.",31,29,185,0.15591397849462366
10424,Yahoo,"High-speed trains link France, Germany \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/world/*http://news.yahoo.com/s/ap/20070525/ap_on_re_eu/france_germany_fast_trains""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070525/capt.meu10205251224.france_germany_fast_train_meu102.jpg?x=130&y=83&sig=kywQs.dSE6AM27XBk1q8xA--"" align=""left"" height=""83"" width=""130"" alt=""Two high-speed trains one German, left, one French, arrive at the Gare de l'est train station in Paris, Friday, May 25, 2007. Two high-speed trains &#151; one German, one French &#151; zipped from Germany to France on Friday, marking a crucial step toward a Europe-wide high-speed rail network aimed at competing with air travel. When all runs smoothly, the new route will cut travel from Frankfurt to Paris to 3 hours from 6 hours, 15 minutes today.  (AP Photo/Michel Euler)"" border=""0"" /></a>AP - Sleek and swift, two trains zoomed out of Germany on Friday toward a milestone in the long held dream of a Europe-wide high-speed rail network &#151; and pulled into Paris 35 minutes late.</p><br clear=""all""/>",5,2007-05-25 22:36:38,"high-speed trains link france, germany \
    (ap)\
 <p><a href=""http://us.rd.yahoo.com/dailynews/rss/world/*http://news.yahoo.com/s/ap/20070525/ap_on_re_eu/france_germany_fast_trains""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070525/capt.meu10205251224.france_germany_fast_train_meu102.jpg?x=130&y=83&sig=kywqs.dse6am27xbk1q8xa--"" align=""left"" height=""83"" width=""130"" alt=""two high-speed trains one german, left, one french, arrive at the gare de l'est train station in paris, friday, may 25, 2007. two high-speed trains &#151; one german, one french &#151; zipped from germany to france on friday, marking a crucial step toward a europe-wide high-speed rail network aimed at competing with air travel. when all runs smoothly, the new route will cut travel from frankfurt to paris to 3 hours from 6 hours, 15 minutes today.  (ap photo/michel euler)"" border=""0"" /></a>ap - sleek and swift, two trains zoomed out of germany on friday toward a milestone in the long held dream of a europe-wide high-speed rail network &#151; and pulled into paris 35 minutes late.</p><br clear=""all""/>",123,51,1034,0.04927536231884058
10425,Melbourne,Schu&#39;s lucky escape,"WORLD champion driver Michael Schumacher escaped uninjured after a high-speed crash during a testing session in Monza, Italy, yesterday.",5,2004-09-08 09:51:54,"schu&#39;s lucky escape world champion driver michael schumacher escaped uninjured after a high-speed crash during a testing session in monza, italy, yesterday.",19,23,136,0.1678832116788321
10426,Yahoo,"Richardson tours 'Field of Dreams' site \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/elections/*http://news.yahoo.com/s/ap/20070711/ap_on_el_pr/richardson_baseball""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070711/capt.f9fe19e92efb4139883f093dd71837a9.aptopix_richardson_iowa_iacn101.jpg?x=130&y=89&sig=4Yx8cSynA3kJQHEokIueFA--"" align=""left"" height=""89"" width=""130"" alt=""Democratic presidential hopeful New Mexico Gov. Bill Richardson looks to hit the ball during a stop at the 'Field of Dreams' movie site, Wednesday, July 11, 2007, in Dyersville, Iowa. (AP Photo/Charlie Neibergall)"" border=""0"" /></a>AP - It's too bad ""Shoeless"" Joe Jackson isn't still alive. It sounds like he's got an ally in presidential candidate Bill Richardson.</p><br clear=""all""/>",5,2007-07-11 22:14:32,"richardson tours 'field of dreams' site \
    (ap)\
 <p><a href=""http://us.rd.yahoo.com/dailynews/rss/elections/*http://news.yahoo.com/s/ap/20070711/ap_on_el_pr/richardson_baseball""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070711/capt.f9fe19e92efb4139883f093dd71837a9.aptopix_richardson_iowa_iacn101.jpg?x=130&y=89&sig=4yx8csyna3kjqheokiuefa--"" align=""left"" height=""89"" width=""130"" alt=""democratic presidential hopeful new mexico gov. bill richardson looks to hit the ball during a stop at the 'field of dreams' movie site, wednesday, july 11, 2007, in dyersville, iowa. (ap photo/charlie neibergall)"" border=""0"" /></a>ap - it's too bad ""shoeless"" joe jackson isn't still alive. it sounds like he's got an ally in presidential candidate bill richardson.</p><br clear=""all""/>",64,52,727,0.07142857142857142
10427,New,Administration Gives Mixed View on Drug Imports,The Bush administration said Tuesday that commercial importation of some low-cost prescription drugs from Canada might be feasible.,5,2004-12-22 05:42:35,administration gives mixed view on drug imports the bush administration said tuesday that commercial importation of some low-cost prescription drugs from canada might be feasible.,18,47,131,0.3560606060606061
10428,Reuters,Boeing unveils 787 Dreamliner amid order flurry,"EVERETT, Washington (Reuters) - Boeing Co.  unveiled its lightweight, carbon-composite 787 Dreamliner on Sunday in front of 15,000 cheering employees, customers and suppliers, capping a weekend of hype and a flurry of orders for the new fuel-efficient plane.",5,2007-07-09 16:03:25,"boeing unveils 787 dreamliner amid order flurry everett, washington (reuters) - boeing co.  unveiled its lightweight, carbon-composite 787 dreamliner on sunday in front of 15,000 cheering employees, customers and suppliers, capping a weekend of hype and a flurry of orders for the new fuel-efficient plane.",38,47,258,0.18146718146718147
10429,New,"Maazelâs Back in Metâs Pit, and It Took Just 45 Years","Lorin Maazel, the music director of the New York Philharmonic, is to open a run of Wagnerâs âWalkÃ¼reâ at the Metropolitan Opera, 45 seasons after making his debut at the house.",5,2008-01-07 05:19:24,"maazelâs back in metâs pit, and it took just 45 years lorin maazel, the music director of the new york philharmonic, is to open a run of wagnerâs âwalkã¼reâ at the metropolitan opera, 45 seasons after making his debut at the house.",31,57,183,0.30978260869565216
10430,Yahoo,Study: Few Americans Buy Drugs Online (AP),"AP - Only 4 percent of Americans have ever used the Internet to buy prescription drugs &#151; and even fewer do so through foreign pharmacies &#151; despite Web sites maintained by a handful of states to help citizens import medicines more cheaply from Canada, a new study finds.",5,0000-00-00 00:00:00,"study: few americans buy drugs online (ap) ap - only 4 percent of americans have ever used the internet to buy prescription drugs &#151; and even fewer do so through foreign pharmacies &#151; despite web sites maintained by a handful of states to help citizens import medicines more cheaply from canada, a new study finds.",48,42,279,0.15
10431,Reuters,Dutch kidney reality television show a hoax,"AMSTERDAM (Reuters) - A Dutch reality television show in which a woman had to decide one of three contestants to whom she would donate a kidney was a hoax, the program makers said on Friday.",5,2007-06-02 00:10:31,"dutch kidney reality television show a hoax amsterdam (reuters) - a dutch reality television show in which a woman had to decide one of three contestants to whom she would donate a kidney was a hoax, the program makers said on friday.",35,43,190,0.225130890052356
10432,truthout,Elections Will Not End the Fighting in Iraq,"Tuesday 05 October 2004 Against a countrywide rebellion, the capturing of Samarra is a bloody, but largely useless, gesture. American generals in Iraq triumphantly announced at the weekend ",5,0000-00-00 00:00:00,"elections will not end the fighting in iraq tuesday 05 october 2004 against a countrywide rebellion, the capturing of samarra is a bloody, but largely useless, gesture. american generals in iraq triumphantly announced at the weekend ",28,43,189,0.22631578947368422
10433,Guardian,Housing slump worst for 15 years,Tighter lending and higher rates push market closer to the biggest crash since the early 1990s,5,2008-01-16 02:34:56,housing slump worst for 15 years tighter lending and higher rates push market closer to the biggest crash since the early 1990s,16,32,94,0.3368421052631579
10434,Yahoo,Computer Associates Results Top View (Reuters),"Reuters - Software maker Computer  Associates\
International Ltd. , on Wednesday posted\
better-than-expected quarterly results and said full-year\
earnings will exceed Wall Street estimates, aided by\
cost-cutting.",5,0000-00-00 00:00:00,"computer associates results top view (reuters) reuters - software maker computer  associates\
international ltd. , on wednesday posted\
better-than-expected quarterly results and said full-year\
earnings will exceed wall street estimates, aided by\
cost-cutting.",27,46,215,0.21296296296296297
10435,San,"Federer, Roddick reach Thailand Open semifinals","Andy Roddick stormed into the semifinal of the Thailand Open on Friday, beating Thomas Johansson of Sweden 6-3, 6-4 in just 43 minutes.",5,0000-00-00 00:00:00,"federer, roddick reach thailand open semifinals andy roddick stormed into the semifinal of the thailand open on friday, beating thomas johansson of sweden 6-3, 6-4 in just 43 minutes.",23,47,135,0.34558823529411764
10436,Kentucky.com,Medical providers to be required to ask patients about residency <b>...</b>,"When a Grand Prairie, Texas, teenager broke his collarbone playing football three years ago, his mother feared that the emergency room staff at Parkland Memorial Hospital ",5,0000-00-00 00:00:00,"medical providers to be required to ask patients about residency <b>...</b> when a grand prairie, texas, teenager broke his collarbone playing football three years ago, his mother feared that the emergency room staff at parkland memorial hospital ",26,75,171,0.436046511627907
10437,Yahoo,"ABC pushing more ""Daisies"" \
    (Reuters)\
","Reuters - ABC has picked up the \
fantasy comedy-drama ""Pushing Daisies"" for a full season.",5,2007-10-24 07:26:57,"abc pushing more ""daisies"" \
    (reuters)\
 reuters - abc has picked up the \
fantasy comedy-drama ""pushing daisies"" for a full season.",16,44,91,0.4782608695652174
10438,New,Bernankeâs Midterm Tests,"Sometime before Feb. 1, 2010, the next president will have to decide whether Federal Reserve Chairman Ben Bernanke should get a second term.",5,2008-01-30 09:24:47,"bernankeâs midterm tests sometime before feb. 1, 2010, the next president will have to decide whether federal reserve chairman ben bernanke should get a second term.",23,26,140,0.18439716312056736
10439,Reuters,EU challenges world with climate change plan,"BRUSSELS (Reuters) - European Union leaders resolved on Friday to slash greenhouse gas emissions and switch to renewable fuels, challenging the world to follow its lead in fighting climate change.",5,2007-03-09 19:28:33,"eu challenges world with climate change plan brussels (reuters) - european union leaders resolved on friday to slash greenhouse gas emissions and switch to renewable fuels, challenging the world to follow its lead in fighting climate change.",30,44,196,0.2233502538071066
10440,Reuters,Pakistan Arrests 14 Suspects for Quetta Bombing,"Pakistani police have arrested at least 14 suspects in a series of raids following a deadly bombing in the southwestern city of Quetta that killed 11 people, police said on Saturday.",5,0000-00-00 00:00:00,"pakistan arrests 14 suspects for quetta bombing pakistani police have arrested at least 14 suspects in a series of raids following a deadly bombing in the southwestern city of quetta that killed 11 people, police said on saturday.",31,47,182,0.2568306010928962
10441,CNET,Making safety invisible,"At Maker Faire, the safety officer's job is done best when no one notices he's there.<img class=""0"" src=""http://adlog.com.com/adlog/i/r=7807&s=646536t=-1&decache=&o=1:&h=cn&p=2&b=1&l=en_US&site=1/http://i.i.com.com/cnwk.1d/Ads/common/dotclear.gif"" height=""1"" width=""1"" border=""0"" alt="""" /><img class=""rss-ad"" src=""http://adlog.com.com/adlog/i/r=7807&s=661312t=-1&decache=&o=1:&h=cn&p=2&b=1&l=en_US&site=1/http://i.i.com.com/cnwk.1d/Ads/common/dotclear.gif"" height=""1"" width=""1"" border=""0"" alt="""" />",3,2007-10-21 21:56:28,"making safety invisible at maker faire, the safety officer's job is done best when no one notices he's there.<img class=""0"" src=""http://adlog.com.com/adlog/i/r=7807&s=646536t=-1&decache=&o=1:&h=cn&p=2&b=1&l=en_us&site=1/http://i.i.com.com/cnwk.1d/ads/common/dotclear.gif"" height=""1"" width=""1"" border=""0"" alt="""" /><img class=""rss-ad"" src=""http://adlog.com.com/adlog/i/r=7807&s=661312t=-1&decache=&o=1:&h=cn&p=2&b=1&l=en_us&site=1/http://i.i.com.com/cnwk.1d/ads/common/dotclear.gif"" height=""1"" width=""1"" border=""0"" alt="""" />",30,23,498,0.04609218436873747
10442,Yahoo,Review: 'Christmas' Hard to Survive (AP),"AP - Out of the mouths of puppets. A tune in the marionette parody ""Team America: World Police"" mocks the war epic ""Pearl Harbor"" and suggests its star, Ben Affleck, needs acting lessons.",5,0000-00-00 00:00:00,"review: 'christmas' hard to survive (ap) ap - out of the mouths of puppets. a tune in the marionette parody ""team america: world police"" mocks the war epic ""pearl harbor"" and suggests its star, ben affleck, needs acting lessons.",33,40,187,0.2127659574468085
10443,New,A mound of questions for Schilling,"FORT MYERS, Fla. - Let me see if I have this straight: Curt Schilling shows up in spring training of 2007 and goes on the radio to announce to his bosses that the 2007 season will not be his final year in the big leagues. Even though he's looking more like John Candy than John Candelaria, Schill contradicts everything he'd ...",5,2008-02-17 11:18:53,"a mound of questions for schilling fort myers, fla. - let me see if i have this straight: curt schilling shows up in spring training of 2007 and goes on the radio to announce to his bosses that the 2007 season will not be his final year in the big leagues. even though he's looking more like john candy than john candelaria, schill contradicts everything he'd ...",61,34,328,0.1033434650455927
10444,Yahoo,"Medvedev not afraid of Western criticism \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/ap/20071220/ap_on_re_eu/russia_presidential_election""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20071220/capt.922c82176a95465181eba1ccad6b6f23.russia_presidential_election_mosb109.jpg?x=89&y=130&sig=WhEAEqJ0BtRELGZ_31IoqA--"" align=""left"" height=""130"" width=""89"" alt=""Russia's First Deputy Premier and presidential nominee Dmitry Medvedev leaves a car to enter the Central Election Commission and submit his documents to be registered as a candidate in March 2008 presidential election at  in Moscow on Thursday, Dec. 20, 2007. (AP Photo/Natalia Koleskikova, pool)"" border=""0"" /></a>AP - MOSCOW AP) Â Dmitry Medvedev, the presumed next president of Russia, on Thursday fended off concerns that the March 2 election would come under criticism from the West.</p><br clear=""all""/>",5,2007-12-21 00:28:48,"medvedev not afraid of western criticism \
    (ap)\
 <p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/ap/20071220/ap_on_re_eu/russia_presidential_election""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20071220/capt.922c82176a95465181eba1ccad6b6f23.russia_presidential_election_mosb109.jpg?x=89&y=130&sig=wheaeqj0btrelgz_31ioqa--"" align=""left"" height=""130"" width=""89"" alt=""russia's first deputy premier and presidential nominee dmitry medvedev leaves a car to enter the central election commission and submit his documents to be registered as a candidate in march 2008 presidential election at  in moscow on thursday, dec. 20, 2007. (ap photo/natalia koleskikova, pool)"" border=""0"" /></a>ap - moscow ap) â dmitry medvedev, the presumed next president of russia, on thursday fended off concerns that the march 2 election would come under criticism from the west.</p><br clear=""all""/>",83,53,861,0.06148491879350348
10445,Yahoo,"Column: Beckham won't stir U.S. interest \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/sports/*http://news.yahoo.com/s/ap/20070710/ap_on_sp_so_ne/soc_tim_dahlberg071007""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070708/capt.001c183f802748068b5658a6e01a0b2f.britain_f1_british_grand_prix_llp114.jpg?x=86&y=130&sig=005g5vYrzmZhT.DTdZv22g--"" align=""left"" height=""130"" width=""86"" alt=""England's soccer star David Beckham, right, and his wife Victoria Beckham, left, pose for the photographers as they tour the Honda team garage before the start of the British Grand Prix at Silverstone, England, Sunday July 8, 2007. Kimi Raikkonen won the British Grand Prix for Ferrari on Sunday, capturing his second straight Formula One race and the third this season.  (AP Photo/Lefteris Pitarakis)"" border=""0"" /></a>AP - The English have been gaga over him for years, for reasons not yet fully understood on this side of the pond. The short version is that David Beckham, along with being the master of many hairstyles, has a special talent for kicking a stationary soccer ball just where he wants it.</p><br clear=""all""/>",5,2007-07-11 01:03:37,"column: beckham won't stir u.s. interest \
    (ap)\
 <p><a href=""http://us.rd.yahoo.com/dailynews/rss/sports/*http://news.yahoo.com/s/ap/20070710/ap_on_sp_so_ne/soc_tim_dahlberg071007""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070708/capt.001c183f802748068b5658a6e01a0b2f.britain_f1_british_grand_prix_llp114.jpg?x=86&y=130&sig=005g5vyrzmzht.dtdzv22g--"" align=""left"" height=""130"" width=""86"" alt=""england's soccer star david beckham, right, and his wife victoria beckham, left, pose for the photographers as they tour the honda team garage before the start of the british grand prix at silverstone, england, sunday july 8, 2007. kimi raikkonen won the british grand prix for ferrari on sunday, capturing his second straight formula one race and the third this season.  (ap photo/lefteris pitarakis)"" border=""0"" /></a>ap - the english have been gaga over him for years, for reasons not yet fully understood on this side of the pond. the short version is that david beckham, along with being the master of many hairstyles, has a special talent for kicking a stationary soccer ball just where he wants it.</p><br clear=""all""/>",125,53,1074,0.04930232558139535
10446,Reuters,Nestle buys Novartis medical food unit for $2.5 bln,"ZURICH (Reuters) - Nestle , the world's largest food group, is buying the medical nutrition business of Swiss pharmaceutical group Novartis AG  for $2.5 billion, the companies said on Thursday.",5,2006-12-14 15:26:52,"nestle buys novartis medical food unit for $2.5 bln zurich (reuters) - nestle , the world's largest food group, is buying the medical nutrition business of swiss pharmaceutical group novartis ag  for $2.5 billion, the companies said on thursday.",30,51,193,0.26288659793814434
10447,Bloomberg,"Sudan&#39;s Government, Rebels Agree on Peace Plan, US Envoy Says","Sudan&#39;s government and a rebel group will sign an agreement tomorrow committing them to end a 20-year civil war over the nation&#39;s oil by Dec. 31, the US envoy to the United Nations said.",5,2004-11-18 19:08:59,"sudan&#39;s government, rebels agree on peace plan, us envoy says sudan&#39;s government and a rebel group will sign an agreement tomorrow committing them to end a 20-year civil war over the nation&#39;s oil by dec. 31, the us envoy to the united nations said.",34,65,194,0.3333333333333333
10448,Topix.Net,Diversification is now the name of...,Finding an attractive alternative investment that doesn't require a hefty upfront lump sum is tough for smaller investors trying to build up wealth.,5,0000-00-00 00:00:00,diversification is now the name of... finding an attractive alternative investment that doesn't require a hefty upfront lump sum is tough for smaller investors trying to build up wealth.,23,37,148,0.2483221476510067
10449,Ananova,HBOS Predicts Big End-Of-Year Profits,\N,5,2004-12-14 10:46:21,hbos predicts big end-of-year profits \n,1,37,2,12.333333333333334
10450,Guardian,Hamilton qualifies ahead of rivals,"Sport: Lewis Hamilton will be second on the grid for tomorrow's Brazilian grand prix, in front of both Fernando Alonso and Kimi Raikkonen.",5,2007-10-21 01:27:54,"hamilton qualifies ahead of rivals sport: lewis hamilton will be second on the grid for tomorrow's brazilian grand prix, in front of both fernando alonso and kimi raikkonen.",23,34,138,0.2446043165467626
10451,News24,Israelis destroy bomber&#39;s home,"Jerusalem - The Israeli army on Tuesday destroyed the West Bank home of the family of a teenaged suicide bomber who killed himself and three other people in Tel Aviv the previous day, military sources said.",5,0000-00-00 00:00:00,"israelis destroy bomber&#39;s home jerusalem - the israeli army on tuesday destroyed the west bank home of the family of a teenaged suicide bomber who killed himself and three other people in tel aviv the previous day, military sources said.",36,34,206,0.1642512077294686
10452,Reuters,Halliburton: May Not Rebid for Iraq Work," HOUSTON (Reuters) - Halliburton Co. <A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HAL.N&target=/stocks/quickinfo/fullquote"">HAL.N</A> may decide not  to submit new bids for the logistics contracts it holds in Iraq  if the U.S. military divides up the work too deeply, Chief  Executive Officer Dave Lesar said on Tuesday.",5,0000-00-00 00:00:00,"halliburton: may not rebid for iraq work  houston (reuters) - halliburton co. <a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=hal.n&target=/stocks/quickinfo/fullquote"">hal.n</a> may decide not  to submit new bids for the logistics contracts it holds in iraq  if the u.s. military divides up the work too deeply, chief  executive officer dave lesar said on tuesday.",40,40,338,0.11799410029498525
10453,RedNova,"Yankees, BoSox Tied 4-4 After Eight",BOSTON - Jason Varitek hit a sacrice fly and David Ortiz launched a massive solo homer in the eighth inning as Boston rallied to tie New York 4-4 in Game 5 of the AL championship series on Monday.    Derek Jeter hit a bases-loaded double in the sixth inning off Boston starter Pedro Martinez with two outs to give New York a 4-2 lead...,5,2004-10-19 10:15:08,"yankees, bosox tied 4-4 after eight boston - jason varitek hit a sacrice fly and david ortiz launched a massive solo homer in the eighth inning as boston rallied to tie new york 4-4 in game 5 of the al championship series on monday.    derek jeter hit a bases-loaded double in the sixth inning off boston starter pedro martinez with two outs to give new york a 4-2 lead...",63,35,336,0.10385756676557864
