Id,source,title,article,page_rank,timestamp,label,text,n_tokens,title_len,article_len,title_ratio,y_true,y_pred,fold
61173,Yahoo,New Effort to Target Illegal Ivory Sales (AP),AP - The African elephant got a new line of defense against poachers Monday after a global wildlife conference approved measures aimed at wiping out the continent's illegal ivory trade.,5,2004-10-12 08:59:51,2,new effort to target illegal ivory sales (ap) ap - the african elephant got a new line of defense against poachers monday after a global wildlife conference approved measures aimed at wiping out the continent's illegal ivory trade.,30,45,185,0.24193548387096775,2,0,3
61189,Reuters,Two students shot at Delaware State,"DOVER, Delaware (Reuters) - Two students were shot and wounded early on Friday on the Delaware State University campus and police were hunting for a gunman, the university said.",5,2007-09-21 18:55:29,5,"two students shot at delaware state dover, delaware (reuters) - two students were shot and wounded early on friday on the delaware state university campus and police were hunting for a gunman, the university said.",29,35,177,0.19662921348314608,5,0,3
61200,BBC,France ponders luxury hotel tax,France considers taxing luxury hotels to fund the restoration of ageing historic buildings.,5,2008-01-22 15:44:59,0,france ponders luxury hotel tax france considers taxing luxury hotels to fund the restoration of ageing historic buildings.,13,31,91,0.33695652173913043,0,1,3
61237,Reuters,Annan Urges Spending to Limit Deaths in Disasters," KOBE, Japan (Reuters) - U.N. Secretary General Kofi Annan  urged the world on Tuesday to learn from the killer Asian  tsunami, saying spending now could limit the loss of life and  damage from inevitable natural disasters.",5,0000-00-00 00:00:00,0,"annan urges spending to limit deaths in disasters  kobe, japan (reuters) - u.n. secretary general kofi annan  urged the world on tuesday to learn from the killer asian  tsunami, saying spending now could limit the loss of life and  damage from inevitable natural disasters.",36,49,223,0.21875,0,5,3
61242,BBC,Most 'get as much sleep as ever',"\
Britain's adult population is getting just as much sleep as it was nearly 40 years ago, according to research.",5,0000-00-00 00:00:00,5,"most 'get as much sleep as ever' \
britain's adult population is getting just as much sleep as it was nearly 40 years ago, according to research.",20,32,112,0.2831858407079646,5,6,3
61284,Bloomberg,"Earthquakes Shake Northern Japan&#39;s Hokkaido, Kuril Islands","Earthquakes shook northern Japan overnight and into this morning, including a temblor with a magnitude of 5.8 on the island of Hokkaido at 11:03 pm yesterday, the Japan Meteorological Agency said.",5,2004-11-05 00:47:03,0,"earthquakes shake northern japan&#39;s hokkaido, kuril islands earthquakes shook northern japan overnight and into this morning, including a temblor with a magnitude of 5.8 on the island of hokkaido at 11:03 pm yesterday, the japan meteorological agency said.",31,62,196,0.3147208121827411,0,3,3
61288,New,Merck short on moral values,"As Democrats continue to search heaven and Earth for a moral values issue they can call their own, I have just the prescription: Why not start with the immoral behavior of giant drug companies such as Merck that continue to sacrifice the health of the ",5,0000-00-00 00:00:00,5,"merck short on moral values as democrats continue to search heaven and earth for a moral values issue they can call their own, i have just the prescription: why not start with the immoral behavior of giant drug companies such as merck that continue to sacrifice the health of the ",45,27,252,0.1067193675889328,5,6,3
61322,Stuff.co.nz,Sinclair: Catch was one in a million,Mathew Sinclair&#39;s sensational outfield catch remained the talk of Australia yesterday but the man who completed the &quot;miracle&quot; claims he&#39;s done it all before.,5,2004-12-08 09:31:43,4,sinclair: catch was one in a million mathew sinclair&#39;s sensational outfield catch remained the talk of australia yesterday but the man who completed the &quot;miracle&quot; claims he&#39;s done it all before.,24,36,175,0.20454545454545456,4,3,3
61328,Telegraph.co.uk,Coulthard signs for Red Bull team,"The deal, thought to be worth Â£2 million, could prove more lucrative if Coulthard hits performance targets. That, however, is a big &quot;if&quot;, given the return of only seven points managed by Mark Webber last term.",5,0000-00-00 00:00:00,5,"coulthard signs for red bull team the deal, thought to be worth â£2 million, could prove more lucrative if coulthard hits performance targets. that, however, is a big &quot;if&quot;, given the return of only seven points managed by mark webber last term.",36,33,220,0.1493212669683258,5,4,3
61337,Wired,Gallery: Steam Robots,"Falling under the rubric of functional hacker art, these steam robots are mechanically and aesthetically elegant.",5,2006-09-05 08:20:49,1,"gallery: steam robots falling under the rubric of functional hacker art, these steam robots are mechanically and aesthetically elegant.",16,21,113,0.18421052631578946,1,2,3
61341,BBC,Sport-based class results 'mixed',"Children on the Playing for Success sports venue learning scheme show mixed long-term results, a study says.",5,2007-05-25 19:26:55,5,"sport-based class results 'mixed' children on the playing for success sports venue learning scheme show mixed long-term results, a study says.",17,33,108,0.30275229357798167,5,0,3
61352,BBC,US army suicides set for new high,"Suicides among US soldiers are heading for a record high, army data released on Thursday shows.",5,2008-02-01 13:53:13,5,"us army suicides set for new high suicides among us soldiers are heading for a record high, army data released on thursday shows.",16,33,95,0.34375,5,0,3
61367,BBC,Potter star's stage debut praised,Harry Potter star Daniel Radcliffe  receives a standing ovation on the first night of his West End show Equus.,5,2007-02-28 10:51:07,0,potter star's stage debut praised harry potter star daniel radcliffe  receives a standing ovation on the first night of his west end show equus.,19,33,110,0.2972972972972973,0,3,3
61368,Reuters,FCC Backs Bells on Fiber Phone Line Sharing Limits,"US regulators on Thursday said big local phone companies will not have to share new fiber-optic lines built for high-speed Internet and other services, spurring one carrier to speed roll-out plans.",5,0000-00-00 00:00:00,1,"fcc backs bells on fiber phone line sharing limits us regulators on thursday said big local phone companies will not have to share new fiber-optic lines built for high-speed internet and other services, spurring one carrier to speed roll-out plans.",31,50,197,0.25252525252525254,1,2,3
61373,BBC,Crew rescued from stricken boat,Four people on board a fishing boat that took on water near Tiree are rescued by helicopter.,5,2008-01-05 01:17:13,5,crew rescued from stricken boat four people on board a fishing boat that took on water near tiree are rescued by helicopter.,17,31,92,0.3333333333333333,5,0,3
61376,BBC,Dutch MPs back immigrant amnesty,"Dutch MPs agree to grant some 30,000 illegal immigrants an amnesty, in a sharp policy reversal.",5,2007-06-12 22:33:11,5,"dutch mps back immigrant amnesty dutch mps agree to grant some 30,000 illegal immigrants an amnesty, in a sharp policy reversal.",16,32,95,0.3333333333333333,5,0,3
61378,BBC,'Victim's blood' in accused's car,"DNA found in a car owned by an accused killer may have come from one of his victims, a court hears.",5,2008-02-04 15:35:47,5,"'victim's blood' in accused's car dna found in a car owned by an accused killer may have come from one of his victims, a court hears.",21,33,99,0.33,5,0,3
61413,Slate,Is a $10 Bag of Ice Illegal?,"Hurricane Charley has reportedly brought out the worst in some merchants, as the Florida attorney general&#39;s office has been inundated with complaints about price gouging. Among the travesties cited are a $10 bag of ice in Orlando, $3 ...",5,0000-00-00 00:00:00,1,"is a $10 bag of ice illegal? hurricane charley has reportedly brought out the worst in some merchants, as the florida attorney general&#39;s office has been inundated with complaints about price gouging. among the travesties cited are a $10 bag of ice in orlando, $3 ...",39,28,241,0.11570247933884298,1,3,3
61436,ITV.com,Black Watch to target Iraqi gangs,Soldiers from the Black Watch are preparing to target criminal and terrorist gangs as they settle into the regiment&#39;s latest base in a US-controlled area of Iraq.,5,0000-00-00 00:00:00,5,black watch to target iraqi gangs soldiers from the black watch are preparing to target criminal and terrorist gangs as they settle into the regiment&#39;s latest base in a us-controlled area of iraq.,27,33,166,0.19760479041916168,5,3,3
61444,Yahoo,"Stocks Surge on Oracle, PeopleSoft Merger (AP)","AP - Investors welcomed the end of Oracle Corp.'s 18-month battle to take over PeopleSoft Inc., pushing stocks higher Monday. A better-than-expected survey of retail sales also helped the markets.",5,0000-00-00 00:00:00,2,"stocks surge on oracle, peoplesoft merger (ap) ap - investors welcomed the end of oracle corp.'s 18-month battle to take over peoplesoft inc., pushing stocks higher monday. a better-than-expected survey of retail sales also helped the markets.",30,46,196,0.233502538071066,2,1,3
61480,New,Annual CT scans boost cancer risk,"Patients undergoing a full-body computed tomography (CT) scan are exposed to a radiation dose equivalent to that received by some survivors of the Hiroshima and Nagasaki atomic bombs, say US researchers.",5,2004-09-01 07:55:10,5,"annual ct scans boost cancer risk patients undergoing a full-body computed tomography (ct) scan are exposed to a radiation dose equivalent to that received by some survivors of the hiroshima and nagasaki atomic bombs, say us researchers.",31,33,203,0.16176470588235295,5,6,3
61490,San,"Trinidad is back, and looking for Hopkins","Felix Trinidad doesn&#39;t believe in tuneup fights. His comeback after more than two years of retirement was a doozy, and now he wants the biggest name out there, Bernard Hopkins.",5,0000-00-00 00:00:00,3,"trinidad is back, and looking for hopkins felix trinidad doesn&#39;t believe in tuneup fights. his comeback after more than two years of retirement was a doozy, and now he wants the biggest name out there, bernard hopkins.",30,41,180,0.2265193370165746,3,4,3
61500,Reuters,Greenspan says didn't see subprime storm brewing,"WASHINGTON (Reuters) - Former Federal Reserve Chairman Alan Greenspan said he was late to see the storm gathering around mortgage lending practices and commended his successor Ben Bernanke's handling of the crisis, saying he would likely be responding in a similar fashion.",5,2007-09-14 00:29:59,5,"greenspan says didn't see subprime storm brewing washington (reuters) - former federal reserve chairman alan greenspan said he was late to see the storm gathering around mortgage lending practices and commended his successor ben bernanke's handling of the crisis, saying he would likely be responding in a similar fashion.",42,48,273,0.17518248175182483,5,1,3
61507,BBC,NHS painkiller shortage warning,"Stocks of a powerful painkiller used to treat thousands of NHS patients may run out in the next few weeks, government has warned.",5,0000-00-00 00:00:00,5,"nhs painkiller shortage warning stocks of a powerful painkiller used to treat thousands of nhs patients may run out in the next few weeks, government has warned.",23,31,129,0.23846153846153847,5,6,3
61512,BBC,Expos set for Washington,Expos president Tony Tavares told reporters of the move after the Expos&#39; final home game. That news was later confirmed to Washington mayor Anthony Williams by MLB officials.,5,0000-00-00 00:00:00,4,expos set for washington expos president tony tavares told reporters of the move after the expos&#39; final home game. that news was later confirmed to washington mayor anthony williams by mlb officials.,28,24,178,0.1340782122905028,4,5,3
61552,Voice,Experts Link Iran Missile Development to Nuclear Concerns,I ran&#39;s development of ballistic missiles has sparked concerns about the missiles&#39; possible application to nuclear technology.,5,0000-00-00 00:00:00,5,experts link iran missile development to nuclear concerns i ran&#39;s development of ballistic missiles has sparked concerns about the missiles&#39; possible application to nuclear technology.,17,57,134,0.4222222222222222,5,3,3
61563,ABC,Building Collapses at Dubai Airpor,"DUBAI, United Arab Emirates Sept. 27, 2004 - A building collapse at a construction site at Dubai airport killed more than eight people and injured many more Monday, a contractor said.",5,0000-00-00 00:00:00,3,"building collapses at dubai airpor dubai, united arab emirates sept. 27, 2004 - a building collapse at a construction site at dubai airport killed more than eight people and injured many more monday, a contractor said.",31,34,183,0.18478260869565216,3,5,3
61594,New,Move at Met Reverberates,"During his 14 years as general manager of the Metropolitan Opera, Joseph Volpe has been big man on the Lincoln Center campus: derailing plans for the center&#39;s redevelopment, dominating the ",5,0000-00-00 00:00:00,5,"move at met reverberates during his 14 years as general manager of the metropolitan opera, joseph volpe has been big man on the lincoln center campus: derailing plans for the center&#39;s redevelopment, dominating the ",30,24,193,0.12371134020618557,5,4,3
61597,Reuters,New museum says dinosaurs were on Noah's Ark,"PETERSBURG, Ky (Reuters) - Like many modern museums, the newest U.S. tourist attraction includes some awesome exhibits -- roaring dinosaurs and a life-sized ship.",5,2007-05-26 21:49:45,0,"new museum says dinosaurs were on noah's ark petersburg, ky (reuters) - like many modern museums, the newest u.s. tourist attraction includes some awesome exhibits -- roaring dinosaurs and a life-sized ship.",24,44,162,0.26993865030674846,0,3,3
61627,Yahoo,U.S. Postal Service Unveils Ronald Reagan Stamp (Reuters),"Reuters - A stamp honoring former U.S.\
President Ronald Reagan, who died June 5, was unveiled by the\
U.S. Postal Service on Tuesday.",5,0000-00-00 00:00:00,3,"u.s. postal service unveils ronald reagan stamp (reuters) reuters - a stamp honoring former u.s.\
president ronald reagan, who died june 5, was unveiled by the\
u.s. postal service on tuesday.",23,57,134,0.4222222222222222,3,0,3
61631,Nashville,NHL: No Hockey League,"National Hockey League Commissioner Gary Bettman has locked the players out, but he isnât speculating on how far he is going to throw the key.",5,0000-00-00 00:00:00,3,"nhl: no hockey league national hockey league commissioner gary bettman has locked the players out, but he isnât speculating on how far he is going to throw the key.",25,21,144,0.14482758620689656,3,4,3
61659,BBC,Cricket: McGrath hopeful for Test,Glenn McGrath remains optimistic of playing in the second Ashes Test against England despite a blistered heel.,5,2006-11-30 15:52:22,0,cricket: mcgrath hopeful for test glenn mcgrath remains optimistic of playing in the second ashes test against england despite a blistered heel.,17,33,110,0.2972972972972973,0,5,3
61675,Times,FA seeks end to bitter feud as Wenger faces charge,ARSENAL and Manchester United have been summoned to an emergency meeting with senior officials from the Football Association and Premier League in an attempt to stop their bitter feud spiralling ,5,2004-11-09 21:46:13,4,fa seeks end to bitter feud as wenger faces charge arsenal and manchester united have been summoned to an emergency meeting with senior officials from the football association and premier league in an attempt to stop their bitter feud spiralling ,30,50,195,0.25510204081632654,4,5,3
61676,Reuters,Foreign medics sentenced to die in Libya case,"TRIPOLI (Reuters) - A Libyan court sentenced five Bulgarian nurses and a Palestinian doctor to death on Tuesday for deliberately infecting hundreds of children with the virus that causes AIDS, provoking a chorus of Western condemnation.",5,2006-12-19 18:52:01,5,"foreign medics sentenced to die in libya case tripoli (reuters) - a libyan court sentenced five bulgarian nurses and a palestinian doctor to death on tuesday for deliberately infecting hundreds of children with the virus that causes aids, provoking a chorus of western condemnation.",36,45,236,0.189873417721519,5,6,3
61706,BBC,Johnny Ramone loses cancer fight,"Johnny Ramone, guitarist in seminal band The Ramones, dies of cancer at the age of 55.",5,0000-00-00 00:00:00,3,"johnny ramone loses cancer fight johnny ramone, guitarist in seminal band the ramones, dies of cancer at the age of 55.",16,32,86,0.367816091954023,3,5,3
61716,Channel,"Mizuho Securities, Japanese farmers&#39; bank to boost ties","TOKYO : The brokerage arm of Japan&#39;s biggest lender, the Mizuho Financial Group, and Norinchukin Bank, the umbrella bank for farmers&#39; cooperatives, are considering expanding their ties, an official said.",5,0000-00-00 00:00:00,3,"mizuho securities, japanese farmers&#39; bank to boost ties tokyo : the brokerage arm of japan&#39;s biggest lender, the mizuho financial group, and norinchukin bank, the umbrella bank for farmers&#39; cooperatives, are considering expanding their ties, an official said.",30,59,211,0.2783018867924528,3,1,3
61733,Times,Prince backs Turkish campaign to join EU,THE Prince of Wales made an unusually direct political intervention yesterday to support Turkeyâs bid to join the European Union.,5,0000-00-00 00:00:00,0,prince backs turkish campaign to join eu the prince of wales made an unusually direct political intervention yesterday to support turkeyâs bid to join the european union.,20,40,131,0.30303030303030304,0,3,3
61748,Guardian,Israel Destroys Home of Suicide Bomber,The Israeli army destroyed the home of a teenage suicide bomber Tuesday despite his mother&#39;s public and impassioned criticism of the group that sent her son on the deadly mission.,5,0000-00-00 00:00:00,3,israel destroys home of suicide bomber the israeli army destroyed the home of a teenage suicide bomber tuesday despite his mother&#39;s public and impassioned criticism of the group that sent her son on the deadly mission.,30,38,183,0.20652173913043478,3,5,3
61768,BBC,Man accused of woman murder bid,A 48-year-old man is remanded in custody accused of attempting to murder a woman during a burglary.,5,2006-10-07 14:13:37,0,man accused of woman murder bid a 48-year-old man is remanded in custody accused of attempting to murder a woman during a burglary.,17,31,99,0.31,0,5,3
61785,Wired,First Look: Firefox 3 Alpha 2,"Mozilla's latest pre-release version of its browser remains buggy, but performance enhancements give us reason to get excited. In Monkey Bites.",5,2007-02-09 02:08:18,1,"first look: firefox 3 alpha 2 mozilla's latest pre-release version of its browser remains buggy, but performance enhancements give us reason to get excited. in monkey bites.",21,29,143,0.2013888888888889,1,2,3
61801,International,Thousands mourn Poe at funeral,"MANILA Hundreds of thousands of Filipinos joined the funeral Wednesday for Fernando Poe Jr., the country&#39;s most popular actor, who nearly unseated President Gloria Macapagal Arroyo in the presidential election this year.",5,0000-00-00 00:00:00,0,"thousands mourn poe at funeral manila hundreds of thousands of filipinos joined the funeral wednesday for fernando poe jr., the country&#39;s most popular actor, who nearly unseated president gloria macapagal arroyo in the presidential election this year.",32,30,224,0.13333333333333333,0,3,3
61817,Reuters,Norway conference aims for 2008 cluster bomb ban,"OSLO (Reuters) - Norway hosts a 40-nation meeting this week to bolster support for a ban on cluster bombs which campaigners blame for killing and maiming thousands of civilians, many of them children.",5,2007-02-19 21:33:20,0,"norway conference aims for 2008 cluster bomb ban oslo (reuters) - norway hosts a 40-nation meeting this week to bolster support for a ban on cluster bombs which campaigners blame for killing and maiming thousands of civilians, many of them children.",33,48,200,0.23880597014925373,0,5,3
61824,Gayapolis,House of Representatives Defeats Gay Marriage Amendment,"The US House of Representatives today solidly defeated the Marriage Protection Amendment, formerly the Federal Marriage Amendment.",5,2004-10-01 11:09:13,5,"house of representatives defeats gay marriage amendment the us house of representatives today solidly defeated the marriage protection amendment, formerly the federal marriage amendment.",17,55,130,0.4198473282442748,5,3,3
61863,Tennessean,Gold medal sendoff for US soccer veterans,"As television cameras gathered in front of the US women&#39;s soccer team after it defeated Brazil 2-1 in overtime for the gold medal yesterday, the woman who scored the game ",5,0000-00-00 00:00:00,5,"gold medal sendoff for us soccer veterans as television cameras gathered in front of the us women&#39;s soccer team after it defeated brazil 2-1 in overtime for the gold medal yesterday, the woman who scored the game ",30,41,175,0.23295454545454544,5,3,3
61887,Boston,Belarus vote is seen as pivotal,"MINSK, Belarus -- Twenty-year-old Pavel whipped out a can of spray paint from under his leather jacket and wrote a single word on the wall of a building in central Minsk: &quot;Nyet.&quot;",5,2004-10-17 19:13:25,0,"belarus vote is seen as pivotal minsk, belarus -- twenty-year-old pavel whipped out a can of spray paint from under his leather jacket and wrote a single word on the wall of a building in central minsk: &quot;nyet.&quot;",32,31,188,0.164021164021164,0,1,3
61893,Seattle,Tour operators cancel Asian vacations,Tour operators throughout Europe on Monday canceled trips to Asian vacation destinations devastated by massive tidal waves from the huge earthquake in the Indian Ocean.,5,0000-00-00 00:00:00,5,tour operators cancel asian vacations tour operators throughout europe on monday canceled trips to asian vacation destinations devastated by massive tidal waves from the huge earthquake in the indian ocean.,25,37,168,0.21893491124260356,5,3,3
61899,BBC,Thousands march against NHS cuts,Thousands of people attend a rally to protest against proposed cuts at a Lincolnshire hospital.,5,2006-09-09 15:49:23,5,thousands march against nhs cuts thousands of people attend a rally to protest against proposed cuts at a lincolnshire hospital.,15,32,95,0.3333333333333333,5,0,3
61927,AllAfrica.com,Nujoma the Star Attraction,HEAVY downpours on Saturday did not stop Swapo supporters from attending the final star rally addressed by President Sam Nujoma here.,5,0000-00-00 00:00:00,0,nujoma the star attraction heavy downpours on saturday did not stop swapo supporters from attending the final star rally addressed by president sam nujoma here.,21,26,133,0.19402985074626866,0,3,3
61951,Washington, Spaceport's First Flight Falls Short ," UPHAM, N.M., Sept. 25 -- The first rocket launched from New Mexico's spaceport failed to reach suborbital space Monday, wobbling and dropping back to Earth barely a tenth of the way into its intended journey. ",5,2006-09-26 10:42:12,0," spaceport's first flight falls short   upham, n.m., sept. 25 -- the first rocket launched from new mexico's spaceport failed to reach suborbital space monday, wobbling and dropping back to earth barely a tenth of the way into its intended journey. ",35,38,210,0.18009478672985782,0,2,3
61955,Australian,Hewitt made to work by Saulnier,WORLD No.3 Lleyton Hewitt booked his place in the semi-finals of the Japan Open while defending champion Maria Sharapova cruised into the women&#39;s singles final yesterday.,5,0000-00-00 00:00:00,5,hewitt made to work by saulnier world no.3 lleyton hewitt booked his place in the semi-finals of the japan open while defending champion maria sharapova cruised into the women&#39;s singles final yesterday.,26,31,174,0.17714285714285713,5,4,3
62004,Christian,"Charley&#39;s effect on jobs, oranges, and roofers","The mammoth hurricane may give a boost to some businesses, but long-term economic challenges loom. By Richard Luscombe | Contributor to The Christian Science Monitor.",5,2004-09-01 08:24:13,5,"charley&#39;s effect on jobs, oranges, and roofers the mammoth hurricane may give a boost to some businesses, but long-term economic challenges loom. by richard luscombe | contributor to the christian science monitor.",25,50,166,0.2994011976047904,5,1,3
62008,BBC,Olympics: Beijing defended,The International Olympic Committee says it was right to award the Games to Beijing despite concerns over human rights in China.,5,2008-02-08 10:43:42,5,olympics: beijing defended the international olympic committee says it was right to award the games to beijing despite concerns over human rights in china.,21,26,128,0.20155038759689922,5,4,3
62024,Guardian,Glazer makes new United approach,Manchester United today confirmed that the US sports tycoon Malcolm Glazer was preparing a &quot;potential revision&quot; to a previous offer for the club.,5,0000-00-00 00:00:00,4,glazer makes new united approach manchester united today confirmed that the us sports tycoon malcolm glazer was preparing a &quot;potential revision&quot; to a previous offer for the club.,23,32,155,0.20512820512820512,4,5,3
62032,Ananova,Mourinho silent on Mutu,Chelsea manager Jose Mourinho refused to talk about shamed striker Adrian Mutu ahead of the Champions League clash with CSKA Moscow.,5,2004-10-20 02:23:57,5,mourinho silent on mutu chelsea manager jose mourinho refused to talk about shamed striker adrian mutu ahead of the champions league clash with cska moscow.,21,23,132,0.17293233082706766,5,4,3
62046,BBC,Striking teachers back in class,Pupils and staff at a County Antrim school return to classrooms after industrial action is suspended.,5,0000-00-00 00:00:00,0,striking teachers back in class pupils and staff at a county antrim school return to classrooms after industrial action is suspended.,16,31,101,0.30392156862745096,0,5,3
62064,BBC,Yukos faces tax payment deadline,Beleaguered Russian oil giant Yukos on Monday faces a court-imposed deadline to pay a multi-billion dollar tax bill.,5,0000-00-00 00:00:00,0,yukos faces tax payment deadline beleaguered russian oil giant yukos on monday faces a court-imposed deadline to pay a multi-billion dollar tax bill.,18,32,116,0.27350427350427353,0,5,3
62072,Boston,"Poverty, war, HIV affect over 1 billion children, UNICEF says","More than 1 billion children suffer from poverty, war, and HIV/AIDS, a new UNICEF report says, indicating that gains in reducing child deaths in ",5,0000-00-00 00:00:00,5,"poverty, war, hiv affect over 1 billion children, unicef says more than 1 billion children suffer from poverty, war, and hiv/aids, a new unicef report says, indicating that gains in reducing child deaths in ",24,61,145,0.4178082191780822,5,6,3
62075,Nuclear,$12 billion merger of Exelon and PSEG,Exelon and PSEG have agreed on a merger that would create a new firm called Exelon Electric &amp; Gas with revenues of $27 billion and assets of $79 billion.,5,0000-00-00 00:00:00,5,$12 billion merger of exelon and pseg exelon and pseg have agreed on a merger that would create a new firm called exelon electric &amp; gas with revenues of $27 billion and assets of $79 billion.,29,37,157,0.23417721518987342,5,1,3
62088,Reuters,"""Tongue Sucker"" wins prestigious 2007 design award"," COPENHAGEN (Reuters) - A life-saving device called the \
Tongue Sucker, a low-cost prosthetic foot and a high-speed \
Tesla Roadster electric sports car were among the winners of \
the prestigious INDEX awards, a 100,000-euro prize for design \
ideas.",5,2007-08-24 21:29:33,2,"""tongue sucker"" wins prestigious 2007 design award  copenhagen (reuters) - a life-saving device called the \
tongue sucker, a low-cost prosthetic foot and a high-speed \
tesla roadster electric sports car were among the winners of \
the prestigious index awards, a 100,000-euro prize for design \
ideas.",41,50,252,0.1976284584980237,2,5,3
62091,Reuters,"Despite compromise, Iran sanctions measure elusive","UNITED NATIONS (Reuters) - In an effort to resolve Russia's objections, proposed European sanctions against the Iranian nuclear program would ease bans on goods and technology that Tehran could import but no deal is in sight, diplomats said on Friday.",5,2006-12-01 23:10:38,5,"despite compromise, iran sanctions measure elusive united nations (reuters) - in an effort to resolve russia's objections, proposed european sanctions against the iranian nuclear program would ease bans on goods and technology that tehran could import but no deal is in sight, diplomats said on friday.",40,50,251,0.1984126984126984,5,0,3
62094,Reuters,High Court Upholds Dog Sniffs at Traffic Stops, WASHINGTON (Reuters) - The U.S. Supreme Court ruled on  Monday that police do not violate the constitutional right to  privacy when a dog sniff of a vehicle during a lawful traffic  stop turns up contraband.,5,2005-01-25 07:11:58,5,high court upholds dog sniffs at traffic stops  washington (reuters) - the u.s. supreme court ruled on  monday that police do not violate the constitutional right to  privacy when a dog sniff of a vehicle during a lawful traffic  stop turns up contraband.,35,46,208,0.22009569377990432,5,0,3
62103,Reuters,Christian family embraces organic farming in U.S.,"COMMERCE, Texas (Reuters) - The Hale family has embraced organic farming because it is healthy, good for the environment and less cruel to animals. But do not mistake them for nature-worshiping New Agers or back-to-basics hippies.",5,2007-09-17 15:56:29,0,"christian family embraces organic farming in u.s. commerce, texas (reuters) - the hale family has embraced organic farming because it is healthy, good for the environment and less cruel to animals. but do not mistake them for nature-worshiping new agers or back-to-basics hippies.",36,49,230,0.21212121212121213,0,6,3
62124,New,I.B.M. to Show Stream Computing System Tuesday,The high-performance computer system is intended to increase the speed and accuracy of decision making in fields as diverse as security surveillance and Wall Street trading.,5,2007-06-19 09:22:48,1,i.b.m. to show stream computing system tuesday the high-performance computer system is intended to increase the speed and accuracy of decision making in fields as diverse as security surveillance and wall street trading.,26,46,173,0.26436781609195403,1,2,3
62126,Reuters,We're all celebrities in post-privacy age,"SAN FRANCISCO (Reuters) - Move over, Paris Hilton. We all have celebrity issues in an age when anyone can create an online profile, post confessional videos on YouTube, or make snarky online comments about other people.",5,2007-06-21 10:23:40,3,"we're all celebrities in post-privacy age san francisco (reuters) - move over, paris hilton. we all have celebrity issues in an age when anyone can create an online profile, post confessional videos on youtube, or make snarky online comments about other people.",36,41,219,0.18636363636363637,3,5,3
62183,BBC,Ryder Cup live - Europe 10-6 USA,European talisman Colin Montgomerie is first out in the singles at 1115 BST on decisive day three of the Ryder Cup.,5,2006-09-24 12:09:57,5,ryder cup live - europe 10-6 usa european talisman colin montgomerie is first out in the singles at 1115 bst on decisive day three of the ryder cup.,21,32,115,0.27586206896551724,5,0,3
62193,RedNova,Homemade Yellow Submarine Missing,"FELTON, Calif. - A 3 1/2-ton yellow submarine has fallen off the radar. The 10-foot-long sub, built by a resident to patrol Monterey Bay during the 1940s and 1950s, was reported missing Feb. 15 from its Santa Cruz Mountains berth on Steinmaier Road by owner Carl Barker.",4,2007-02-22 04:27:39,3,"homemade yellow submarine missing felton, calif. - a 3 1/2-ton yellow submarine has fallen off the radar. the 10-foot-long sub, built by a resident to patrol monterey bay during the 1940s and 1950s, was reported missing feb. 15 from its santa cruz mountains berth on steinmaier road by owner carl barker.",47,33,270,0.12177121771217712,3,2,3
62212,USA,Desperately seeking flu vaccine? Get in line,"The intense demand for flu vaccine, fueled partly by its scarcity, has many wondering how the richest nation in the world could be caught so unprepared.",5,0000-00-00 00:00:00,6,"desperately seeking flu vaccine? get in line the intense demand for flu vaccine, fueled partly by its scarcity, has many wondering how the richest nation in the world could be caught so unprepared.",26,44,152,0.2875816993464052,6,3,3
62215,BBC,Football: Hammers beat Man U,Cristiano Ronaldo's misses a penalty for Manchester United as they are beaten by West Ham at Upton Park.,5,2007-12-29 19:18:02,5,football: hammers beat man u cristiano ronaldo's misses a penalty for manchester united as they are beaten by west ham at upton park.,18,28,104,0.26666666666666666,5,0,3
62230,Reuters,Gay crushes Powell to win world 100m title,"OSAKA, Japan (Reuters) - American Tyson Gay surged past Jamaica's Asafa Powell to win gold in the men's 100 meters at the world championships on Sunday.",5,2007-08-26 17:09:53,5,"gay crushes powell to win world 100m title osaka, japan (reuters) - american tyson gay surged past jamaica's asafa powell to win gold in the men's 100 meters at the world championships on sunday.",26,42,152,0.27450980392156865,5,4,3
62253,Yahoo,"Highlights From NBC's Olympic Coverage, (AP)",AP - A look at NBC's coverage of the summer Olympic games from Athens:,5,2004-08-21 04:14:44,3,"highlights from nbc's olympic coverage, (ap) ap - a look at nbc's coverage of the summer olympic games from athens:",14,44,70,0.6197183098591549,3,4,3
62256,Reuters,U.S. military says killed 49 in Baghdad clashes,"BAGHDAD (Reuters) - The U.S. military said it had killed 49 ""criminals"" in clashes in the Baghdad district of Sadr City on Sunday in a raid to capture a militant suspected of involvement in the kidnapping of U.S. soldiers in Iraq.",5,2007-10-21 16:34:32,0,"u.s. military says killed 49 in baghdad clashes baghdad (reuters) - the u.s. military said it had killed 49 ""criminals"" in clashes in the baghdad district of sadr city on sunday in a raid to capture a militant suspected of involvement in the kidnapping of u.s. soldiers in iraq.",41,47,230,0.20346320346320346,0,5,3
62268,ic,Game sparks sales frenzy,GAMES stores opened at midnight to meet demand for the latest version of the controversial Great Theft Auto. There were queues outside shops around Merseyside with people anxious ,5,0000-00-00 00:00:00,2,game sparks sales frenzy games stores opened at midnight to meet demand for the latest version of the controversial great theft auto. there were queues outside shops around merseyside with people anxious ,28,24,179,0.13333333333333333,2,4,3
